,A,B,D,E,J,N
A : 0,0,3.24,0,0,0
B : 0,0,3.24,0,0,0
D : 0,0,3.24,0,0,0
E : 0,0,6.380000000000001,0,0,0
J : 0,0,3.24,0,0,0
